,0,1
0,1.8496746962693955,6.8878728226680455
1,63.08047306109202,39.46094686606827
2,29.85601123292099,8.64853171049733
3,26.382008647911185,14.41866088756317
4,91.9648265938813,40.031610776768495
5,4.465197423470021,20.79972683773556
6,23.141275731748543,7.225759633531661
7,68.57285728574247,24.304957470698827
8,23.034108576037063,11.377333078984822
9,13.508892498201659,15.275523543498693
10,10.645811489436133,18.493137744432907
11,36.63666551043762,20.98236899303057
12,29.68845088559923,28.83317658463611
13,75.50515258840987,82.84987151661261
14,37.78320717245655,44.45576407263216
15,23.96865239670518,55.62604434740715
16,58.732606608322264,62.510513461409055
17,13.32730064737347,6.487227727282031
18,14.400940501180127,7.749621853335919
19,9.87975754762642,20.032058112654916
